学校,学科,等级/结果,推测等级或第四轮等级,时间,来源,渠道,标题,链接,备注,网页存档
同济大学,地球物理学,可喜进步,第四轮C+,1月16日,同济海洋,微信公众号,同济大学海洋与地球科学学院、海洋地质国家重点实验室2023年面向海内外公开招聘启事,https://mp.weixin.qq.com/s/m6bwCrDZOttkfgeaMClqrA,22年9月份发过一篇差不多的，也提到了第五轮,https://archive.is/zZ71r
同济大学,管理科学与工程,继续雄踞全国第一层次,A+,1月10日,同济大学经济与管理学院,微信公众号,万象更“新” 筑梦前行 | 同济经管2022年度大事件,https://mp.weixin.qq.com/s/SgO_gE3gbULBkM-qnlrirQ,,https://archive.is/duMEa
同济大学,工商管理,实现重大突破，跃升同类学科前列,第四轮B+,1月10日,同济大学经济与管理学院,微信公众号,万象更“新” 筑梦前行 | 同济经管2022年度大事件,https://mp.weixin.qq.com/s/SgO_gE3gbULBkM-qnlrirQ,,https://archive.is/duMEa
同济大学,设计学,取得最高档,A+，第四轮A,1月15日,,,同济大学第八届国际青年学者论坛设计学分论坛,,同济大学副校长、原设计创意学院院长娄永琪教授在校领导致辞环节透露设计学在最新一轮学科评估中取得最高档。,
武汉大学,,A+和A类学科数量均有提升,第四轮4A+ 4A,1月1日,武汉大学,微信公众号,迎着新年第一缕曙光，武大书记、校长共致新年献词,https://mp.weixin.qq.com/s/_p-_P0-tHx2o5wFGzzV-vQ,,https://archive.is/Row7V
武汉大学,电气工程,（电气与自动化学院）迈上新台阶（B+）,第四轮B,12月31日,WHUEEA武大电气,微信公众号,新年贺词 | 开启2023高质量内涵式发展新征程,https://mp.weixin.qq.com/s/Z0XI8GdEysdayTy8douGtw,获批能源动力专业博士学位授权点，第五轮学科评估迈上新台阶（B+）。,https://archive.is/trqSV
武汉大学,控制科学与工程,（电气与自动化学院）迈上新台阶（B+）,第四轮B-,12月31日,WHUEEA武大电气,微信公众号,新年贺词 | 开启2023高质量内涵式发展新征程,https://mp.weixin.qq.com/s/Z0XI8GdEysdayTy8douGtw,获批能源动力专业博士学位授权点，第五轮学科评估迈上新台阶（B+）。,https://archive.is/trqSV
武汉大学,法学,A+,,,武汉大学法学院,微信公众号,,,新年献辞，已被删除,
武汉大学,法学,取得佳绩，学科发展迈上新的台阶，取得历史性进展,A+,1月1日,武汉大学法学院,网站,新年献辞 | 追风赶月莫停留 平芜尽处是春山,https://law.whu.edu.cn/info/1051/12682.htm,,https://archive.is/T7qiY
武汉大学,生物学,A,,1月17日,武汉大学生命科学学院,微信公众号,海外优青 |跨越山河湖海，共赴珞珈新未来，武大生科期待您的加盟！,,已被删除，原称生物学连续被评为A，1月18日重发文章改称第四轮,
武汉大学,生态学,B+,,1月17日,武汉大学生命科学学院,微信公众号,海外优青 |跨越山河湖海，共赴珞珈新未来，武大生科期待您的加盟！,,已被删除，原称生态学连续被评为B+，1月18日重发文章改称第四轮,
武汉大学,信息管理学院学科,再创佳绩,信息资源管理第四轮A+,12月31日,武汉大学信息管理学院,网站,2023年新年贺词,http://sim.whu.edu.cn/info/1341/12832.htm,,https://web.archive.org/web/20230206083517/http://sim.whu.edu.cn/info/1341/12832.htm
武汉大学,马克思主义理论,A+,,1月1日,马跃珞珈,微信公众号,新年贺词 | 武汉大学马克思主义学院,https://mp.weixin.qq.com/s/HVjiS2K7RmwyRkEGM0Pmcw,,https://archive.is/KEvFj
武汉纺织大学,设计学,B,,2月4日,武汉纺织大学新闻文化网,网站,【回眸2022 奋进新征程】艺术学院2022年十件大事,https://news.wtu.edu.cn/info/1002/34079.htm,,https://web.archive.org/web/20230206142613/https://news.wtu.edu.cn/info/1002/34079.htm
武汉纺织大学,管理科学与工程,取得了满意的成绩,第四轮C,2月3日,武汉纺织大学新闻文化网,网站,【回眸2022 奋进新征程】管理学院2022年十件大事,https://news.wtu.edu.cn/info/1002/33975.htm,第五轮学科评估，管理科学与工程在参评高校由187所增加到204所的情况下，取得了满意的成绩，彰显该学科的实力和影响力。,https://web.archive.org/web/20230206141730/https://news.wtu.edu.cn/info/1002/33975.htm
武汉纺织大学,材料科学与工程,C-,,1月21日,武汉纺织大学新闻文化网,网站,【回眸2022 奋进新征程】材料科学与工程学院2022年十件大事,https://news.wtu.edu.cn/info/1002/34007.htm,,https://web.archive.org/web/20230206142715/https://news.wtu.edu.cn/info/1002/34007.htm
武汉体育学院,体育学,提档升级,A,12月31日,武汉体育学院,微信公众号,武汉体育学院2023年新年贺词,https://mp.weixin.qq.com/s/QXSvkZQZi5UAo38-0mwOVw,,https://archive.is/Jz6Vl
西安电子科技大学,多个学科,进步明显,,1月3日,西安电子科技大学,微信公众号,招贤纳士！西电诚邀海外优青共谱新章,https://mp.weixin.qq.com/s/oYUV9nVMOA_yh0H_ktZwhg,,https://archive.is/81pw2
西安电子科技大学,电子科学与技术,实力国内领先,第四轮A+,1月3日,西安电子科技大学,微信公众号,招贤纳士！西电诚邀海外优青共谱新章,https://mp.weixin.qq.com/s/oYUV9nVMOA_yh0H_ktZwhg,,https://archive.is/81pw2
西安电子科技大学,信息与通信工程,实力国内领先,第四轮A,1月3日,西安电子科技大学,微信公众号,招贤纳士！西电诚邀海外优青共谱新章,https://mp.weixin.qq.com/s/oYUV9nVMOA_yh0H_ktZwhg,,https://archive.is/81pw2
西安电子科技大学,信息与通信工程,A+,,1月23日,西安电子科技大学,网站,许述文 | 科研基地平台 | 西安电子科技大学个人主页,https://web.xidian.edu.cn/swxu/team.html,,https://web.archive.org/web/20230209093027/https://web.xidian.edu.cn/swxu/team.html
西安电子科技大学,计算机科学与技术,实力国内领先,第四轮A-,1月3日,西安电子科技大学,微信公众号,招贤纳士！西电诚邀海外优青共谱新章,https://mp.weixin.qq.com/s/oYUV9nVMOA_yh0H_ktZwhg,,https://archive.is/81pw2
西安电子科技大学,网络空间安全,实力国内领先,,1月3日,西安电子科技大学,微信公众号,招贤纳士！西电诚邀海外优青共谱新章,https://mp.weixin.qq.com/s/oYUV9nVMOA_yh0H_ktZwhg,,https://archive.is/81pw2
西安电子科技大学,机械工程,A-（全国前10%）,,1月2日,西电机电院,微信公众号,戮力同心 踔厉奋发∣机电工程学院2023年新年贺词,https://mp.weixin.qq.com/s/gflO5HLoskqVmBmHL3qmqA,,https://archive.is/YEjGj
西安电子科技大学,机械工程,实力国内领先,,1月3日,西安电子科技大学,微信公众号,招贤纳士！西电诚邀海外优青共谱新章,https://mp.weixin.qq.com/s/oYUV9nVMOA_yh0H_ktZwhg,,https://archive.is/81pw2
西安工程大学,,拥有B类学科,,1月13日,西安工程大学新闻网,网站,我校“工程科学”学科进入ESI全球排名前1％行列,https://news.xpu.edu.cn/info/1003/15371.htm,,https://web.archive.org/web/20230206132804/https://news.xpu.edu.cn/info/1003/15371.htm
西安建筑科技大学,建筑学,重要突破,第四轮B+,2月7日,笃实新闻网,网站,西安建大召开党委全委（扩大）会议,https://news.xauat.edu.cn/jdyw/2023-02-07/19285.html,,https://web.archive.org/web/20230208073328/https://news.xauat.edu.cn/jdyw/2023-02-07/19285.html
西安建筑科技大学,土木工程,重要突破,第四轮B+,2月7日,笃实新闻网,网站,西安建大召开党委全委（扩大）会议,https://news.xauat.edu.cn/jdyw/2023-02-07/19285.html,,https://web.archive.org/web/20230208073328/https://news.xauat.edu.cn/jdyw/2023-02-07/19285.html
西安建筑科技大学,环境科学与工程,重要突破,第四轮B+,2月7日,笃实新闻网,网站,西安建大召开党委全委（扩大）会议,https://news.xauat.edu.cn/jdyw/2023-02-07/19285.html,,https://web.archive.org/web/20230208073328/https://news.xauat.edu.cn/jdyw/2023-02-07/19285.html
西安交通大学,化学,提高两档,B,1月1日,西安交大化学学院,微信公众号,贺词丨化学学院2023年新年贺词,https://mp.weixin.qq.com/s/A2Lsp54kxmsCG5LnYQS_kg,,https://archive.is/0nom8
西安交通大学,5个学科,A+，位列全国前两名或前2%,第四轮2A+（动力工程及工程热物理、电气工程）、4A（数学、力学、机械工程、工商管理）,12月28日,西安交通大学思源直播平台,网站,2022西安交通大学第八届丝绸之路青年学者研讨会,https://zhibo.xjtu.edu.cn/vod-show-detail/667,,https://archive.is/fhnBc
西安交通大学,理论经济学,取得新突破,第四轮C-,1月18日,西安交通大学新闻网,网站,经金学院：踔厉奋进助力一流学科建设 成果丰硕服务经济高质量发展,http://news.xjtu.edu.cn/info/1219/191530.htm,,https://web.archive.org/web/20230206084643/http://news.xjtu.edu.cn/info/1219/191530.htm
西安交通大学,核科学与技术,A+,第四轮B+,1月12日,中核八所,微信公众号,中核八所与西安交通大学开展业务交流,https://mp.weixin.qq.com/s/H6uq7-5L1dNZ8IDzjl_2-g,,https://archive.is/k306r
西安科技大学,安全科学与工程,实现历史性突破,第四轮A-,12月31日,西安科技大学,网站,西安科技大学2023年新年贺词,http://news.xust.edu.cn/info/1002/26132.htm,,https://web.archive.org/web/20230206155415/http://news.xust.edu.cn/info/1002/26132.htm
西安科技大学,矿业工程,实现历史性突破,第四轮C+,12月31日,西安科技大学,网站,西安科技大学2023年新年贺词,http://news.xust.edu.cn/info/1002/26132.htm,,https://web.archive.org/web/20230206155415/http://news.xust.edu.cn/info/1002/26132.htm
西安美术学院,,保持已有优势,第四轮美术学A、设计学B+、艺术学理论B,12月31日,西安美术学院,微信公众号,西安美术学院二〇二三年新年贺词,https://mp.weixin.qq.com/s/NrorZHmMtkh313gblRNqUw,,https://archive.is/wip/tX72P
西安石油大学,,取得重要突破,,12月31日,西安石油大学信息公开网,网站,奋力谱写学校高质量发展的新时代华章——西安石油大学2023年新年贺词,http://xxgk.xsyu.edu.cn/info/1006/2887.htm,,https://web.archive.org/web/20230209094017/http://xxgk.xsyu.edu.cn/info/1006/2887.htm
西安邮电大学,,总体成绩取得显著进步,,,西安邮电大学新闻网,网站,西安邮电大学2022年十大新闻,http://news.xupt.edu.cn/info/1002/20874.htm,,https://web.archive.org/web/20230206160137/http://news.xupt.edu.cn/info/1002/20874.htm
西北大学,,实现预期目标,,1月11日,西北大学,微信公众号,西北大学2022年十大新闻,https://mp.weixin.qq.com/s/IQINKqaNF9w0S4QUdY37sg,,https://archive.is/7iBys
西北工业大学,船舶与海洋工程,一流行列（A）,第四轮B-,12月31日,西工大海之声,微信公众号,敢为人先 攻坚克难 | 航海学院2023年新年致辞,,已被删除,
西北工业大学,兵器科学与技术,一流行列（A）,第四轮B,12月31日,西工大海之声,微信公众号,敢为人先 攻坚克难 | 航海学院2023年新年致辞,,已被删除,
西北工业大学,信息与通信工程,一流行列（A）,第四轮B,12月31日,西工大海之声,微信公众号,敢为人先 攻坚克难 | 航海学院2023年新年致辞,,已被删除,
西北工业大学,信息与通信工程,稳步提升，接近全国前10%,,1月7日,西北工业大学电子信息学院,微信公众号,西北工业大学电子信息学院诚邀海外英才申报2023年海外优青,https://mp.weixin.qq.com/s/U8X3gmOXsHAErEDFdCc1KQ,链接为修改后的文章，已修改为“稳步提升”,https://archive.is/uMutX
西北工业大学,电子科学与技术,进入一流行列（A类）,第四轮B+,1月7日,西北工业大学电子信息学院,微信公众号,西北工业大学电子信息学院诚邀海外英才申报2023年海外优青,https://mp.weixin.qq.com/s/U8X3gmOXsHAErEDFdCc1KQ,链接为修改后的文章，已修改为“进入优势学科行列”,https://archive.is/uMutX
西北工业大学,航空宇航科学与技术,取得佳绩,第四轮A+,1月1日,西北工业大学航空学院,网站,奋斗以恒 铸梦蓝天丨西北工业大学航空学院2023年新年贺词,https://hangkong.nwpu.edu.cn/info/1064/13764.htm,,https://archive.is/4x2pU
西北工业大学,航空宇航科学与技术,取得佳绩,第四轮A+,12月30日,小齿轮,,机电学院2022年十大新闻,https://mp.weixin.qq.com/s/5rAP9U2XG4BestKhdSc9yA,,https://archive.is/XDsyw
西北工业大学,机械工程,取得佳绩,第四轮B+,12月30日,小齿轮,,机电学院2022年十大新闻,https://mp.weixin.qq.com/s/5rAP9U2XG4BestKhdSc9yA,,https://archive.is/XDsyw
西北工业大学,设计学,进步明显,第四轮B-,12月30日,小齿轮,,机电学院2022年十大新闻,https://mp.weixin.qq.com/s/5rAP9U2XG4BestKhdSc9yA,,https://archive.is/XDsyw
西北工业大学,计算机科学与技术,成绩优异,第四轮A-,,西北工业大学计算机学院,网站,人才招聘,https://jsj.nwpu.edu.cn/snew/rczp.htm,,https://web.archive.org/web/20230206090901/https://jsj.nwpu.edu.cn/snew/rczp.htm
西北农林科技大学,农业资源与环境,A类,,1月21日,西农资源环境学院,微信公众号,新年到！资环人的新春祝福来了！,https://mp.weixin.qq.com/s/ONEQnrYel0FdxOn8LwlDtw,,https://archive.is/sHKYQ
西南财经大学,,取得重要进步,,1月20日,西南财经大学,网站,学校举行2023年寒假留校学生迎春团拜会,https://www.swufe.edu.cn/info/1002/19824.htm,,https://web.archive.org/web/20230206142236/https://www.swufe.edu.cn/info/1002/19824.htm
西南财经大学,公共管理,B,第四轮B-,1月21日,西南财经大学公共管理学院,微信公众号,公共管理学院交卷了~2022年成绩单快照,https://mp.weixin.qq.com/s/UgNkwlxXgHCfvQpsJCPPYg,,https://archive.is/wBaH7
西南财经大学,应用经济学,重要进步、重大突破,第四轮A-,1月19日,西南财经大学金融学院,微信公众号,闪耀与镌刻丨金融学院、中国金融研究院2022年度盘点,https://mp.weixin.qq.com/s/vUQgAzJD8zD10Mu31L2ykg,,https://archive.is/vd1PX
西南大学,,稳中有进,,12月31日,西南大学,微信公众号,你若勇往，何惧风霜 | 西南大学2023年新年贺词,https://mp.weixin.qq.com/s/8H30eVtEbWSBQVDGMF7pjQ,,https://archive.is/lxlFm
西南大学,教育学,稳步上升,第四轮A-,1月18日,西南大学教育学部,网站,西南大学教育学一流学科建设2022年标志性成果盘点,http://jyxb.swu.edu.cn/s/jyxb/index1sub2/20230118/4936277.html,,https://web.archive.org/web/20230209083250/http://jyxb.swu.edu.cn/s/jyxb/index1sub2/20230118/4936277.html
西南交通大学,交通运输工程,A+,,12月31日,西南交通大学交通运输与物流学院,微信公众号,2023｜奋楫笃行 致知力行 奋进交通强国新征程,https://mp.weixin.qq.com/s/YWX9fillzkvPogxVvmqkkw,,https://archive.is/RVng4
西南交通大学,系统科学,取得新突破,第四轮未在榜上,12月31日,西南交通大学交通运输与物流学院,微信公众号,2023｜奋楫笃行 致知力行 奋进交通强国新征程,https://mp.weixin.qq.com/s/YWX9fillzkvPogxVvmqkkw,,https://archive.is/RVng4
西南交通大学,安全科学与工程,取得新突破,第四轮未在榜上,12月31日,西南交通大学交通运输与物流学院,微信公众号,2023｜奋楫笃行 致知力行 奋进交通强国新征程,https://mp.weixin.qq.com/s/YWX9fillzkvPogxVvmqkkw,,https://archive.is/RVng4
西南民族大学,民族学,重大突破,第四轮B+,12月31日,西南民族大学,网站,西南民族大学2023年新年寄语,https://news.swun.edu.cn/info/1004/73275.htm,,
西南医科大学,护理学,C,,1月9日,西南医科大学新闻网,网站,护理学院在第五轮学科评估和全国专业学位水平评估中取得历史性突破,https://news.swmu.edu.cn/info/1003/34637.htm,,https://web.archive.org/web/20230206145126/https://news.swmu.edu.cn/info/1003/34637.htm
厦门大学,生物学,实现突破,第四轮A-,2月6日,厦门大学生命科学学院,网站,守初心，担使命，以高质量党建领航新百年新伟业 ——学院召开2023年“党建+学科建设”专题研讨会,https://life.xmu.edu.cn/info/1093/8801.htm,,https://web.archive.org/web/20230208073655/https://life.xmu.edu.cn/info/1093/8801.htm
厦门大学,工商管理,A,第四轮A,12月19日,厦门大学财务管理与会计研究院,网站,厦门大学财务管理与会计研究院面向全球招聘人才（2023年度）,https://ifas.xmu.edu.cn/info/1013/3513.htm,,https://web.archive.org/web/20230209080605/https://ifas.xmu.edu.cn/info/1013/3513.htm
湘潭大学,数学,取得了重大突破,A-,12月31日,湘潭大学,微信公众号,湘潭大学2023年新年致辞,https://mp.weixin.qq.com/s/XVm_l2oYApgwUl58yOYbMQ,,https://archive.is/mz0F3
湘潭大学,马克思主义理论,取得了重大突破,A-,12月31日,湘潭大学,微信公众号,湘潭大学2023年新年致辞,https://mp.weixin.qq.com/s/XVm_l2oYApgwUl58yOYbMQ,,https://archive.is/mz0F3
湘潭大学,公共管理,B-,第四轮B,,湘潭大学,网站,学科概况,https://glxy.xtu.edu.cn/info/1014/1021.htm,,https://web.archive.org/web/20230208094434/https://glxy.xtu.edu.cn/info/1014/1021.htm
湘潭大学,信息资源管理,B-,第四轮B-,,湘潭大学,网站,学科概况,https://glxy.xtu.edu.cn/info/1014/1021.htm,,https://web.archive.org/web/20230208094434/https://glxy.xtu.edu.cn/info/1014/1021.htm
湘潭大学,法学,在第四轮学科评估B+等级的基础上再续佳绩,,1月19日,湘潭大学法学院,微信公众号,2022年度湘潭大学法学学科十大新闻,https://mp.weixin.qq.com/s/oJXU535kFS3R6MF_v6FEMw,,https://archive.is/nC3mh
新乡医学院,医学技术,B,,12月29日,新乡医学院,微信公众号,2022年十大新闻，由你来定！,https://mp.weixin.qq.com/s/2JyBttLEmE8_FYMmzuJOqw,已删除获评B的表述，只称位于20%~30%,https://archive.is/bQFuL
信阳师范学院,数学,C-,,1月19日,信阳师范学院新闻网,网站,我校获批建设河南省应用数学中心,https://news.xynu.edu.cn/info/1002/17504.htm,,https://web.archive.org/web/20230206145440/https://news.xynu.edu.cn/info/1002/17504.htm
燕山大学,机械工程,发展再创佳绩，实现了我校学科建设的重大突破。,第四轮A-,12月31日,燕山大学,微信公众号,征途浩瀚，曙光在前——燕山大学2023年新年贺词,https://mp.weixin.qq.com/s/vn-MeA5JyUE5_BaUZeWEjA,,https://archive.is/NTBnr
燕山大学,材料科学与工程,发展再创佳绩，实现了我校学科建设的重大突破。,第四轮B+,12月31日,燕山大学,微信公众号,征途浩瀚，曙光在前——燕山大学2023年新年贺词,https://mp.weixin.qq.com/s/vn-MeA5JyUE5_BaUZeWEjA,,https://archive.is/NTBnr
扬州大学,,历史性突破,,12月31日,扬州大学,网站,学校2022年度十件大事评选揭晓,https://www.yzu.edu.cn/info/1120/116145.htm,,https://archive.is/q3wui
云南艺术学院,美术学,成绩优异,第四轮B,,云南艺术学院,网站,云南艺术学院2023年本科招生简章,https://www.ynart.edu.cn/info/1002/7735.htm,在2020年教育部第五轮学科评估中，美术学、戏剧与影视学、音乐与舞蹈学、设计学、艺术学理论成绩优异。,https://web.archive.org/web/20230209074420/https://www.ynart.edu.cn/info/1002/7735.htm
云南艺术学院,戏剧与影视学,成绩优异,第四轮B,,云南艺术学院,网站,云南艺术学院2023年本科招生简章,https://www.ynart.edu.cn/info/1002/7735.htm,在2020年教育部第五轮学科评估中，美术学、戏剧与影视学、音乐与舞蹈学、设计学、艺术学理论成绩优异。,https://web.archive.org/web/20230209074420/https://www.ynart.edu.cn/info/1002/7735.htm
云南艺术学院,音乐与舞蹈学,成绩优异,第四轮B-,,云南艺术学院,网站,云南艺术学院2023年本科招生简章,https://www.ynart.edu.cn/info/1002/7735.htm,在2020年教育部第五轮学科评估中，美术学、戏剧与影视学、音乐与舞蹈学、设计学、艺术学理论成绩优异。,https://web.archive.org/web/20230209074420/https://www.ynart.edu.cn/info/1002/7735.htm
云南艺术学院,设计学,成绩优异,第四轮C,,云南艺术学院,网站,云南艺术学院2023年本科招生简章,https://www.ynart.edu.cn/info/1002/7735.htm,在2020年教育部第五轮学科评估中，美术学、戏剧与影视学、音乐与舞蹈学、设计学、艺术学理论成绩优异。,https://web.archive.org/web/20230209074420/https://www.ynart.edu.cn/info/1002/7735.htm
云南艺术学院,艺术学理论,成绩优异,第四轮C-,,云南艺术学院,网站,云南艺术学院2023年本科招生简章,https://www.ynart.edu.cn/info/1002/7735.htm,在2020年教育部第五轮学科评估中，美术学、戏剧与影视学、音乐与舞蹈学、设计学、艺术学理论成绩优异。,https://web.archive.org/web/20230209074420/https://www.ynart.edu.cn/info/1002/7735.htm
战略支援部队信息工程大学,计算机科学与技术,A-,,1月13日,北京月生信息技术有限公司,浙江中医药大学智慧就业平台,战略支援部队信息工程大学网络空间安全学院2023年面向社会公开招考文职人员公告,https://job.zcmu.edu.cn/campus/view/id/334643,,https://web.archive.org/web/20230209093616/https://job.zcmu.edu.cn/campus/view/id/334643
战略支援部队信息工程大学,网络空间安全,A+,,1月13日,北京月生信息技术有限公司,浙江中医药大学智慧就业平台,战略支援部队信息工程大学网络空间安全学院2023年面向社会公开招考文职人员公告,https://job.zcmu.edu.cn/campus/view/id/334643,,https://web.archive.org/web/20230209093616/https://job.zcmu.edu.cn/campus/view/id/334643
浙江8所高校,52个学科,A类,,1月18日,浙江省政府,报纸,权威发布：2023年浙江省政府工作报告（全文）,https://zj.zjol.com.cn/news.html?id=1993748,,https://web.archive.org/web/20230209074433/https://zj.zjol.com.cn/news.html?id=1993748
浙江大学,,A类学科数全国第1,,12月21日,浙江卫视-浙江新闻联播,电视台,易炼红在浙江大学西湖大学调研时强调 加快建设世界一流大学 集聚培养一流创新英才,http://www.cztv.com/videos/zjxwlb,2022年12月21日浙江新闻联播“易炼红在浙江大学西湖大学调研”新闻，视频1分32秒处可见“浙江大学各项重点科研指标位居全国高校前列”字样，并有各项数据,
浙江大学,,评估优秀率全国第2,,12月21日,浙江卫视-浙江新闻联播,电视台,易炼红在浙江大学西湖大学调研时强调 加快建设世界一流大学 集聚培养一流创新英才,http://www.cztv.com/videos/zjxwlb,2022年12月21日浙江新闻联播“易炼红在浙江大学西湖大学调研”新闻，视频1分32秒处可见“浙江大学各项重点科研指标位居全国高校前列”字样，并有各项数据,
浙江大学,绝大多数学科,可喜进步,,1月1日,浙江大学,微信公众号,浙江大学2023年新年贺词——使命催人奋进 实干成就未来,https://mp.weixin.qq.com/s/JVzcL0KHkklaqkj5p-XCnA,,https://archive.is/ZLWeq
浙江大学,数学,A+,,1月6日,浙大校友创业观察,微信公众号,重磅：浙大数学，学科评估荣获A+,,已被删除,
浙江大学,数学,取得了非常优异的成绩，进入中国一流数学系的行列,A+,1月19日,浙大校友创业观察,微信公众号,藕舫天使的2022：新基金、众创空间、投资及公益,https://mp.weixin.qq.com/s/JxKRAbIcX8vpeM1XMagQrQ,,https://archive.is/Ef3Nw
浙江大学,化学工程与技术,在上一轮学科评估成绩A基础上再上一个台阶,A+,,,微信公众号,,,,
浙江大学,公共管理,双丰收，成绩斐然,第四轮A,1月16日,浙江大学公共管理学院,微信公众号,快看！2022年公共管理学院成绩单来了,https://mp.weixin.qq.com/s/7wK7v5MsM-NA7r7dFrO7Qg,,https://archive.is/ruAFa
浙江大学,农林经济管理,双丰收，成绩斐然,A+,1月16日,浙江大学公共管理学院,微信公众号,快看！2022年公共管理学院成绩单来了,https://mp.weixin.qq.com/s/7wK7v5MsM-NA7r7dFrO7Qg,,https://archive.is/ruAFa
浙江大学,管理科学与工程,双跃升，处于国内领先地位,A+,1月13日,浙江大学管理学院,微信公众号,今日宜立新年flag，回望2022年的管院“不平凡”,https://mp.weixin.qq.com/s/c9FOtHOmkJuPvhTnmlVl3g,,https://archive.is/sxfFR
浙江大学,工商管理,双跃升，处于国内领先地位,第四轮A-,1月13日,浙江大学管理学院,微信公众号,今日宜立新年flag，回望2022年的管院“不平凡”,https://mp.weixin.qq.com/s/c9FOtHOmkJuPvhTnmlVl3g,,https://archive.is/sxfFR
浙江大学,计算机科学与技术,持续保持优势,A+,1月13日,浙江大学计算机学院,微信公众号,凝心聚力，踔厉奋发——浙江大学计算机学院2022年度大事记,https://mp.weixin.qq.com/s/VEJDWl-HEV1-jgj3ArpXlA,,https://archive.is/4ZfhT
浙江大学,软件工程,持续保持优势,A+,1月13日,浙江大学计算机学院,微信公众号,凝心聚力，踔厉奋发——浙江大学计算机学院2022年度大事记,https://mp.weixin.qq.com/s/VEJDWl-HEV1-jgj3ArpXlA,,https://archive.is/4ZfhT
浙江大学,设计学,可喜进步,第四轮A-,1月13日,浙江大学计算机学院,微信公众号,凝心聚力，踔厉奋发——浙江大学计算机学院2022年度大事记,https://mp.weixin.qq.com/s/VEJDWl-HEV1-jgj3ArpXlA,,https://archive.is/4ZfhT
浙江大学,控制科学与工程,A+,,1月7日,浙江大学控制科学与工程学院,微信公众号,浙大控制学院全国青少年机器人科普公开课暨“未来工程师·创意智造优秀作品评选”活动通知,https://mp.weixin.qq.com/s/03nIWRJboCrKkC17TviVWQ,,https://archive.is/Wshko
浙江大学,控制科学与工程,A+,,1月19日,浙江大学控制科学与工程学院,微信公众号,浙江大学控制科学与工程学院诚招海内外英才,https://mp.weixin.qq.com/s/gNXFc_btTmxTxzlKiUtI2g,,https://archive.is/iQzvg
浙江大学,光学工程,在教育部学科评估中自2007年被评为全国第一以来持续保持优势，是浙江大学最具影响力的高峰学科之一,A+,1月14日,浙大光电,微信公众号,浙江大学光电科学与工程学院诚邀全球青年学者申报国家优秀青年科学基金（海外）项目,https://mp.weixin.qq.com/s/ZWHMkLPO8dXNpHhKowdNrQ,,https://archive.is/lYyxl
浙江大学,药学,成绩斐然，创历史最好成绩,A+,1月20日,浙江大学药学院,微信公众号,恭祝亲爱的校友们新春快乐！,https://mp.weixin.qq.com/s/jWqDk1vbwk0P72x4lVl9sA,,https://archive.is/n3SyJ
浙江大学,园艺学,持续保持优势,A+,1月20日,浙大农学院,微信公众号,奋进2022 启航2023——浙大农学院年度成绩单,https://mp.weixin.qq.com/s/PNKL-qkML-UIwVWhPu8q-w,,https://archive.is/OJRYM
浙江大学,植物保护,持续保持优势,A+,1月20日,浙大农学院,微信公众号,奋进2022 启航2023——浙大农学院年度成绩单,https://mp.weixin.qq.com/s/PNKL-qkML-UIwVWhPu8q-w,,https://archive.is/OJRYM
浙江大学,作物学,可喜成绩,第四轮A-,1月20日,浙大农学院,微信公众号,奋进2022 启航2023——浙大农学院年度成绩单,https://mp.weixin.qq.com/s/PNKL-qkML-UIwVWhPu8q-w,,https://archive.is/OJRYM
浙江大学,外国语言文学,迈上新台阶，进入顶尖学科行列,A+,1月13日,浙江大学外国语学院,微信公众号,2022年度盘点｜行稳致远，擘画高质量发展新画卷,,已被删除,
浙江工商大学,社会科学类学科,继续保持优势,,12月31日,浙江工商大学,微信公众号,郁建兴｜迎接2023年春暖花开！,https://mp.weixin.qq.com/s/33gXGo_InzOUgq0j98oJ8Q,,https://archive.is/4Gwdx
浙江工商大学,计算机科学与技术,B,,1月21日,浙江工商大学计算机与信息工程学院,网站,计算机科学与技术学院2023年新年贺词,http://scie.zjgsu.edu.cn/zh-hans/node/1932,,https://web.archive.org/web/20230206112355/http://scie.zjgsu.edu.cn/zh-hans/node/1932
浙江工商大学,信息与通信工程,浙江省第三,第四轮分别为浙江大学B+、宁波大学B-、杭州电子科技大学C、浙江工业大学C、浙江工商大学C,1月21日,浙江工商大学信电学院,微信公众号,2023年信电学院（人工智能学院）新春贺词,https://mp.weixin.qq.com/s/VSVs5MOHwMnDk14HJe6mbw,,https://archive.is/Pfn58
浙江工商大学,应用经济学,B+（10%~20%）,,2月7日,浙江工商大学经济学院,网站,学院简介,http://econet.hzic.edu.cn/List-13.html,,https://web.archive.org/web/20230208072854/http://econet.hzic.edu.cn/List-13.html
浙江工业大学,计算机科学与技术,取得可喜进步,第四轮B,1月21日,浙江工业大学计算机科学与技术,微信公众号,十大喜事 ｜ 计算机开启新鸿“兔”,https://mp.weixin.qq.com/s/HrS3dMQ8DMWeC2HtWwcU-g,,https://archive.is/3w9V9
浙江工业大学,软件工程,继续保持省内省属高校的优势,第四轮浙江工业大学B、浙江师范大学B-、杭州电子科技大学C+、 浙江理工大学C+,1月21日,浙江工业大学计算机科学与技术,微信公众号,十大喜事 ｜ 计算机开启新鸿“兔”,https://mp.weixin.qq.com/s/HrS3dMQ8DMWeC2HtWwcU-g,,https://archive.is/3w9V9
